,Track name,Artist name,Track uri,Popularity,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Key,Track type,sentiment,sentiment score
2109,Choti Choti Baatein,Devi Sri Prasad,spotify:track:0m8Ri53QadJXQqfw22Nua9,36,0.901,0.587,-6.837,0.0,0.0579,0.585,3.02e-05,0.0418,0.814,92.026,265109.0,2.0,Telugu,None,0.0
2110,Choti Choti Baatein,Devi Sri Prasad,spotify:track:1Zgjw20ICJ0kX2uwSIfWD1,25,0.901,0.587,-6.837,0.0,0.0579,0.585,3.02e-05,0.0418,0.814,92.026,265109.0,2.0,Student,None,0.0
2111,Choti Jindagi,Hiranmayi,spotify:track:7zcIRyJwc5YdoMxOOgwGpY,0,0.69,0.773,-6.961,1.0,0.105,0.118,4.48e-05,0.258,0.715,167.015,250967.0,2.0,Telugu,None,0.0
2112,Christian Dior,Jhay Cortez,spotify:track:4jOBQxq4Ffd8DDrsN4wPOR,82,0.839,0.706,-5.629,0.0,0.0728,0.264,1.23e-06,0.106,0.462,92.031,147120.0,7.0,RADAR,Negative,76.5
2113,Chudithar Aninthu,Hariharan,spotify:track:7f0cweWdJCX31DCz3QRVOf,39,0.761,0.659,-7.085,0.0,0.0506,0.176,1.41e-05,0.203,0.698,80.033,354624.0,11.0,Decades,Neutral,0.0
2114,Chuk Chuk,Devi Sri Prasad,spotify:track:4joqGBMmU2MAd90ggIMeNP,32,0.921,0.919,-7.469,0.0,0.176,0.271,2.88e-05,0.0626,0.88,130.014,310040.0,7.0,Telugu,Neutral,0.0
2115,"Chukkala Chunni (From ""Sr Kalyanamandapam"")",Anurag Kulkarni,spotify:track:4Y7PkaWdUu4so5LICbB0Ls,57,0.925,0.729,-6.083,0.0,0.0531,0.417,9.09e-05,0.0444,0.828,113.308,219794.0,9.0,"At home, Telugu, Romance",Neutral,0.0
2116,Chukkalle Thochave,K. J. Yesudas,spotify:track:6MiId2zwtRijlbWP9CDoYK,34,0.793,0.343,-13.112,0.0,0.044,0.851,1.71e-05,0.114,0.644,114.365,265310.0,3.0,Decades,Neutral,0.0
2117,Chukklau Themmana,Mano,spotify:track:19Nb5Y0vDURdjWtfRqST5E,0,0.806,0.566,-6.301,1.0,0.193,0.911,0.00667,0.102,0.914,148.32,308898.0,7.0,"Romance, Decades",Neutral,0.0
2118,Chundari Penne,Gopi Sundar,spotify:track:27zFA2s7XlNube6Dz2tn8M,40,0.301,0.329,-12.66,0.0,0.0469,0.0422,0.0,0.144,0.647,204.54,238472.0,0.0,Telugu,Neutral,0.0
2119,Chunri Sambhal Gori,Lata Mangeshkar,spotify:track:4vdASpiC6zU5arWkQlPVlO,14,0.56,0.613,-11.621,1.0,0.397,0.691,0.0554,0.107,0.691,122.638,394613.0,7.0,Decades,Positive,82.25
2120,"Chuttalabbayi (From ""Chuttalabbayi"")",Ramya Behra,spotify:track:6J8oxoW20K7UXqJ6yIg3ul,16,0.759,0.887,-5.713,1.0,0.142,0.255,0.00249,0.0802,0.678,97.003,237308.0,7.0,Telugu,None,0.0
2121,Chuzhi Pottu,Sirkazhi Govindarajan,spotify:track:34X5ObLxJXUBKvV06DmC4O,11,0.377,0.574,-10.636,1.0,0.0572,0.942,0.0295,0.37,0.911,89.766,205689.0,7.0,Devotional,None,0.0
2122,Chu~♡,f(x),spotify:track:0NeCqOJkCX9tNeIHLof3OH,0,0.873,0.711,-2.937,1.0,0.0394,0.0279,5.55e-06,0.0756,0.81,125.011,190547.0,0.0,K-pop,Positive,99.27
2123,Ciciliya Ciciliya,Haricharan,spotify:track:7DzzEsRMTI1pALwg4yzGPr,24,0.801,0.788,-5.614,1.0,0.0339,0.102,0.0,0.127,0.928,111.993,283126.0,5.0,Tamil,None,0.0
2124,Cigarette Daydreams,Cage The Elephant,spotify:track:2tznHmp70DxMyr2XhWLOW0,65,0.636,0.676,-3.442,1.0,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760.0,2.0,Pop,Positive,82.35
2125,Cigarettes in the Rain,Scarr.,spotify:track:7thbPYNxmFXipNA6OKBn7w,19,0.698,0.342,-14.57,0.0,0.0453,0.781,0.801,0.0858,0.0749,93.016,214194.0,4.0,Indie,None,0.0
2126,Cinema,CIX,spotify:track:45WEkgFSP5Af8Huepaj4P1,61,0.669,0.751,-3.676,1.0,0.056,0.121,0.0,0.334,0.633,100.96,192133.0,1.0,K-pop,Positive,86.22
2127,Circadian,Jeila Sander,spotify:track:5NSXFCjsmReRJzuPl6vNrQ,32,0.284,0.00842,-35.578,1.0,0.0352,0.96,0.897,0.0823,0.0373,69.899,175330.0,2.0,Instrumental,None,0.0
2128,"Circle of Life - From ""The Lion King""/Soundtrack Version",Elton John,spotify:track:5vKkaZHPzuqQheytfKuXzp,62,0.3,0.387,-15.321,1.0,0.0331,0.264,0.215,0.106,0.137,160.587,291600.0,10.0,Decades,Positive,85.19
2129,Circles,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,88,0.695,0.762,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,0.0,"Pop, Decades",Positive,24.37
2130,Circulation,Jonah Mutono,spotify:track:35e5oM38kuGzzwdYQGRAwL,28,0.469,0.537,-6.209,0.0,0.0655,0.326,0.00793,0.21,0.222,143.666,236920.0,11.0,RADAR,Negative,84.26
2131,Circus,Britney Spears,spotify:track:7jk7gqyEonmVVYahZN5zhW,75,0.791,0.733,-5.215,0.0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360.0,6.0,Pop,Positive,34.64
2132,City Life,Raghav Meattle,spotify:track:2jfLNlyUpxhFkoo1lJjiL3,44,0.647,0.45,-12.358,1.0,0.0339,0.563,6.89e-05,0.143,0.339,94.962,160844.0,4.0,"Indie, At home, Student",None,0.0
2133,City Lights,Aylo,spotify:track:4lEUIKYRlE1RwhddCLPyjZ,54,0.88,0.485,-5.878,0.0,0.0476,0.0333,5.58e-06,0.0684,0.49,124.935,148500.0,4.0,RADAR,Negative,83.16
2134,City Slums (feat. DIVINE),Raja Kumari,spotify:track:6xzQ1uSk2Rzz6Xdf8xBnWn,50,0.777,0.796,-3.528,1.0,0.182,0.00387,1.24e-05,0.0852,0.768,166.97,227990.0,5.0,Indie,Neutral,0.0
2135,City of Gold,Nirvair Pannu,spotify:track:1n8oZGlfxagGlo37W5Ahpe,57,0.605,0.779,-3.542,0.0,0.143,0.00824,0.0,0.0734,0.794,82.706,161928.0,10.0,Punjabi,None,0.0
2136,Clap Your Hands (박수쳐),2NE1,spotify:track:65UOmhzHI1X3XQ5UJmlRDe,0,0.833,0.91,-2.225,1.0,0.145,0.0982,0.0,0.208,0.85,101.951,222427.0,1.0,K-pop,Positive,75.06
2137,Clash,Diljit Dosanjh,spotify:track:7krGSbOnw13S7tIpgVEWAo,61,0.693,0.593,-8.506,0.0,0.217,0.0187,1.09e-06,0.407,0.688,165.924,176386.0,9.0,"At home, Punjabi, Student",Negative,27.32
2138,"Class-Sikh Maut, Vol. II",Prabh Deep,spotify:track:5BqvGsg4foTngD67rNlay1,0,0.855,0.68,-8.041,1.0,0.428,0.0601,0.0,0.0417,0.818,129.842,142163.0,8.0,Student,Neutral,0.0
2139,Classical Indian Flute Music with Bells,Relaxing Flute Music Zone,spotify:track:7cQDaTlv5MFqZflZ6LNKQs,29,0.183,0.114,-24.369,1.0,0.0459,0.98,0.878,0.106,0.0356,73.969,252154.0,10.0,Instrumental,None,0.0
2140,Claudi,Laurence Guy,spotify:track:0UP6iahCqN841jwU87Ag3Z,0,0.427,0.305,-14.735,1.0,0.0342,0.932,0.933,0.105,0.0358,93.412,174194.0,7.0,Student,None,0.0
2141,Clean,Taylor Swift,spotify:track:1NmVZsG18CzCAtw7rnV3yA,63,0.815,0.377,-7.754,1.0,0.0346,0.232,0.0,0.1,0.211,103.97,271000.0,4.0,Decades,Neutral,0.0
2142,Clearance,Dan Awy,spotify:track:2rgLD7uyW4vmHsWptsALZx,47,0.724,0.667,-12.642,1.0,0.0648,0.027,0.899,0.0862,0.21,120.018,167005.0,9.0,Instrumental,Neutral,0.0
2143,Cliché,Vera Pedro,spotify:track:4LibnjBGrnHExVThKnN3BG,40,0.815,0.449,-7.798,1.0,0.0864,0.794,0.115,0.132,0.794,156.925,224460.0,9.0,RADAR,Negative,60.46
2144,Click Clack,Prabh Deep,spotify:track:78oMA0aTpKKCNmlTnJhc6A,0,0.571,0.489,-11.894,0.0,0.448,0.571,0.0,0.107,0.306,97.727,205464.0,10.0,Student,None,0.0
2145,Click Clack Boom,Kidshot,spotify:track:0z4PEBQL6v76pqJKvXEguw,42,0.538,0.798,-6.117,1.0,0.316,0.151,0.0,0.102,0.348,178.005,174607.0,1.0,Indie,Neutral,2.58
2146,Cloches d'Arbres,Auricz,spotify:track:0WT8VyxSXvV9P39lRYE8TE,50,0.0789,0.044,-26.662,0.0,0.0401,0.964,0.777,0.0769,0.0528,174.851,190909.0,2.0,Instrumental,None,0.0
2147,Clocks,Coldplay,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,76,0.577,0.749,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880.0,5.0,Decades,Negative,80.13
2148,Clorofilla,DNKNN,spotify:track:5fEaRorZZ7qMwESQEagah4,38,0.625,0.752,-6.537,1.0,0.0402,0.00597,0.311,0.111,0.172,126.047,226905.0,8.0,Romance,None,0.0
2149,Close To You (with Andy Grammer),R3HAB,spotify:track:7hcYAIyiOVdmRhpGtSJRTP,70,0.76,0.605,-8.119,1.0,0.0984,0.0886,2.09e-06,0.157,0.371,114.996,186261.0,9.0,Pop,Positive,79.12
2150,Close your eyes,Koby Laver,spotify:track:53Mz4V3XL02YupbVnJKfMl,54,0.265,0.0147,-31.932,0.0,0.035,0.993,0.949,0.103,0.0745,67.676,192000.0,8.0,Instrumental,Neutral,0.0
2151,Closer,The Chainsmokers,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,85,0.748,0.524,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,244960.0,8.0,Decades,Positive,97.17
2152,Closer,mha,spotify:track:0lQ2tSXtj9Caa9SETMcJHY,22,0.711,0.72,-9.682,0.0,0.0573,0.00431,0.00623,0.275,0.363,115.006,158609.0,6.0,Indie,None,0.0
2153,Closer to You,Emmit Fenn,spotify:track:4grvUz76teA1WVYBOBAyJ6,51,0.274,0.169,-15.256,1.0,0.0356,0.823,0.00544,0.116,0.355,154.966,205424.0,7.0,Pop,Positive,65.97
2154,Closing Meditation,Shantala,spotify:track:1d25xxmGKe134EkAn9s6AG,51,0.153,0.0579,-18.511,1.0,0.0451,0.648,0.743,0.109,0.0255,67.685,360480.0,5.0,Instrumental,Neutral,0.0
2155,Closing Time,Semisonic,spotify:track:1wKWgSrVgaSyxJARfld0Yu,52,0.482,0.86,-5.423,1.0,0.0283,0.0225,1.32e-06,0.124,0.251,92.24,273547.0,7.0,Pop,Positive,32.910000000000004
2156,Closing Time,Semisonic,spotify:track:4EnkwZd0UJAuHpNMMemQaA,0,0.481,0.865,-5.498,1.0,0.0283,0.0204,1.24e-06,0.17,0.241,92.086,273160.0,7.0,Decades,Positive,32.910000000000004
2157,Closure,Hayd,spotify:track:0mKQl9k1EErmEPk11aWZEl,64,0.696,0.106,-16.185,1.0,0.0458,0.967,0.0,0.292,0.35,124.168,196277.0,2.0,Pop,Positive,53.410000000000004
2158,Closure,Mayur Koli,spotify:track:1MJAhsudN8iqtrfTjRI4tt,13,0.763,0.509,-7.403,0.0,0.0392,0.393,0.0,0.133,0.378,132.068,150909.0,0.0,Indie,None,0.0
2159,Cloud 8.9,Pineapple Express,spotify:track:6WWHC3W4wFROHcZXfuHBjG,20,0.409,0.959,-3.907,1.0,0.0925,0.00161,8.1e-06,0.0443,0.695,147.892,180258.0,1.0,Indian classical,None,0.0
2160,Cloud 9,Beach Bunny,spotify:track:589Lt4lVKxd1qXOrPaAHkB,63,0.627,0.935,-3.257,1.0,0.0495,0.00145,1.72e-05,0.335,0.903,80.986,137601.0,4.0,Pop,Positive,91.09
2161,Cloud 9,Beach Bunny,spotify:track:6vFsBXYczYsP0H3lgunZOm,85,0.637,0.929,-3.593,1.0,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351.0,4.0,"Pop, RADAR",Positive,91.09
2162,Cloud 9,Midas the Jagaban,spotify:track:3vpHVhfT7AJVVsYlG2wfGJ,50,0.895,0.608,-9.696,0.0,0.0969,0.35,0.0013,0.102,0.735,109.99,161515.0,10.0,RADAR,Negative,80.2
2163,Cloud 9 (feat. Tegan and Sara),Beach Bunny,spotify:track:2pGXCabl4UlMiskwh7evDq,65,0.585,0.892,-4.466,1.0,0.0424,0.00108,0.0,0.281,0.878,161.985,148207.0,9.0,Pop,Positive,91.09
2164,Clout,Badshah,spotify:track:3DE81qOLuAHnup0DafJ0KD,39,0.748,0.589,-8.029,0.0,0.272,0.0407,0.0002,0.121,0.436,172.322,181744.0,4.0,Bollywood,Positive,5.16
2165,Clover,Owain Felstead,spotify:track:1taqn59uKG1jC8G1UcfOHx,39,0.845,0.305,-12.494,0.0,0.0598,0.187,6.66e-06,0.0979,0.146,129.971,170428.0,1.0,Romance,Neutral,0.0
2166,Club Can't Handle Me (feat. David Guetta),Flo Rida,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,76,0.616,0.869,-3.911,1.0,0.0327,0.0283,0.0,0.064,0.473,127.966,234560.0,0.0,Decades,Negative,27.339999999999996
2167,Club Le Mabbu Le,Hiphop Tamizha,spotify:track:7fW6WLDxTi9W36CXA6usGd,41,0.903,0.895,-5.38,0.0,0.23,0.192,1.08e-06,0.0579,0.916,95.456,214000.0,4.0,Tamil,None,0.0
2168,Clutch Baliye,Sultaan,spotify:track:3qWI4prgSotUOGR4BfOreW,48,0.693,0.569,-9.153,1.0,0.279,0.0049,0.0,0.0789,0.429,179.757,152687.0,0.0,Punjabi,Neutral,0.0
2169,Coastline,Urban Curls,spotify:track:1uaM53HQVyWcim7agCjB15,56,0.846,0.696,-10.712,0.0,0.11,0.137,0.83,0.0989,0.567,115.005,200489.0,4.0,Instrumental,Neutral,0.0
2170,"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,spotify:track:352wEkChkiClswqwDoM0nj,59,0.722,0.867,-3.652,0.0,0.0904,0.121,0.0052,0.123,0.893,102.009,179225.0,0.0,Bollywood,Positive,84.02
2171,Coca Cola Tu,Tony Kakkar,spotify:track:6okS55W5vZI2m6dcgtcHIG,37,0.838,0.713,-4.21,0.0,0.0877,0.464,6.64e-05,0.141,0.95,96.988,191999.0,0.0,Punjabi,Positive,58.589999999999996
2172,Codes of Light 6hz Theta,Hagai A,spotify:track:2MC5zmOUOQCE6UiHmNA4xj,27,0.198,0.0565,-29.816,0.0,0.0523,0.737,0.916,0.111,0.0805,119.861,600000.0,2.0,"At home, Student",None,0.0
2173,Coexist,Mish,spotify:track:5owVfxPQMhzhRt6wcoZHLF,10,0.845,0.508,-9.855,1.0,0.104,0.594,0.0,0.0959,0.519,139.998,188604.0,0.0,Indie,None,0.0
2174,Coffee,Ai Bendr,spotify:track:0nEBkkncupxOtcAnPaDbXL,0,0.67,0.503,-8.153,1.0,0.0548,0.859,0.0,0.14,0.264,119.975,202711.0,7.0,Pop,Positive,98.19
2175,Coffee Bean,Turn.,spotify:track:7vQW3Ml7G1AOpQhWHRz2Hh,47,0.841,0.327,-7.032,0.0,0.231,0.0108,0.624,0.0834,0.448,180.048,132000.0,11.0,Instrumental,None,0.0
2176,Cohete,RENEE,spotify:track:6eVNeNkfbEbcwwi8IuYt35,42,0.508,0.756,-7.465,1.0,0.0398,0.0449,0.0,0.128,0.668,98.671,219760.0,2.0,RADAR,Negative,70.03
2177,Coin,IU,spotify:track:7CZRguMolNqIobnXxpV735,71,0.725,0.879,-3.351,1.0,0.101,0.00849,1.25e-06,0.316,0.71,118.092,193080.0,1.0,K-pop,Positive,97.0
2178,Coiuldn't We Be Friends?,Biddu Orchestra,spotify:track:1wcpxfVZiOHYDHptZA5GIm,35,0.362,0.602,-8.219,1.0,0.0283,0.00354,0.908,0.0987,0.454,183.942,296693.0,0.0,Instrumental,None,0.0
2179,Coka,Sukh-E Muzical Doctorz,spotify:track:0XdKljqH6xCqGuu6w93yXq,0,0.778,0.816,-2.581,1.0,0.115,0.131,2.16e-05,0.179,0.691,93.964,141872.0,0.0,"At home, Punjabi, Pop",Neutral,0.0
2180,Coka,Sukh-E Muzical Doctorz,spotify:track:4ZoPO0uIf19KKO7B0HEnmP,55,0.789,0.811,-2.623,1.0,0.0972,0.124,1.96e-05,0.176,0.661,93.985,141862.0,0.0,Punjabi,Neutral,0.0
2181,Coka,Sukh-E Muzical Doctorz,spotify:track:6cWkLlz7E2YN9Qk50UThf1,0,0.781,0.811,-2.623,1.0,0.114,0.123,1.88e-05,0.173,0.652,93.891,141862.0,0.0,"Punjabi, Pop, Romance",Neutral,0.0
2182,Cold Little Heart - Radio Edit,Michael Kiwanuka,spotify:track:7KX65PC1UZuImsUInThbav,71,0.629,0.58,-6.208,0.0,0.0278,0.357,0.000353,0.436,0.655,110.264,210300.0,7.0,"Indie, Pop, Decades",Negative,90.58
2183,Cold Love,Of Gentlemen & Cowards,spotify:track:0FNgddJJSTS9gSS8QGcxG2,41,0.502,0.447,-6.331,1.0,0.0257,0.459,0.0,0.199,0.392,78.245,208065.0,5.0,Romance,Positive,62.4
2184,Cold Storage,Heads Over Dreams,spotify:track:2qAbluofitS65SYZhmF5vM,33,0.723,0.191,-17.932,1.0,0.302,0.77,0.927,0.387,0.466,179.954,109969.0,8.0,"Indie, Instrumental",None,0.0
2185,Cold Water,Ansh,spotify:track:5IbVEds9uLL00VEbGKAsNq,14,0.83,0.0383,-28.42,0.0,0.0432,0.934,0.66,0.106,0.409,110.012,130909.0,5.0,Indie,Neutral,0.0
2186,College,Mankirt Aulakh,spotify:track:5QC5leoxPoXYhSOK6JXVGu,35,0.654,0.578,-4.586,0.0,0.253,0.584,0.0,0.0936,0.326,175.761,212727.0,2.0,Student,None,0.0
2187,College Age Lo,S. P. Balasubrahmanyam,spotify:track:3AToepT304JdBOsCyTcq3m,20,0.343,0.772,-9.398,1.0,0.054,0.31,0.0,0.337,0.961,194.09,245395.0,10.0,Decades,Neutral,0.0
2188,Collide,Howie Day,spotify:track:5aDpULK8MbJmHl42kR5KNI,54,0.636,0.625,-7.895,1.0,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120.0,11.0,Decades,Negative,64.86
2189,Collide,Howie Day,spotify:track:6dwkFmLUz6hx2CZG2EqLol,65,0.636,0.625,-7.895,1.0,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120.0,11.0,Romance,Negative,64.86
2190,Collide - Acoustic Version,Howie Day,spotify:track:5rwq6R0Uq0BngM3rdmCeNg,67,0.582,0.253,-11.43,1.0,0.0259,0.827,2.95e-05,0.091,0.294,90.186,277000.0,10.0,Decades,Negative,27.32
2191,Color Me Blue,Akane,spotify:track:1PYVWMwBocquvlCpYzwwxA,57,0.361,0.137,-25.83,0.0,0.0518,0.995,0.949,0.0988,0.249,88.766,190635.0,3.0,Student,Neutral,0.0
2192,Colorful Chilaka,Narendra,spotify:track:6Tve6cDltGAxo5dqWxIF9y,0,0.799,0.822,-5.9,0.0,0.0951,0.694,9.06e-05,0.049,0.963,96.002,228760.0,4.0,Telugu,Neutral,0.0
2193,Colour,Pineapple Express,spotify:track:6MB1AzWyL7v1EQ3yIs2MjI,27,0.508,0.869,-5.393,1.0,0.0545,0.0256,0.0,0.0552,0.6,149.92,241600.0,1.0,Indian classical,None,0.0
2194,Colourblind,Colourblind,spotify:track:6ZJK8rkLa7R3ZMZOkSfa71,13,0.604,0.882,-4.943,1.0,0.0347,0.022,3.33e-06,0.138,0.397,92.571,226400.0,9.0,"Indie, Student",Positive,69.32000000000001
2195,Colourful,Advaita,spotify:track:7z51qLZSytlo9mUAcbkI8J,4,0.56,0.676,-10.0,0.0,0.0275,0.475,0.446,0.0584,0.214,100.023,298773.0,2.0,Indian classical,None,0.0
2196,Colours Turn Dark,Manas R.K.,spotify:track:6B4u48x5Ud1Irwp0unp2Er,9,0.492,0.377,-16.61,1.0,0.0371,0.052,0.846,0.157,0.217,134.935,288556.0,6.0,"Indie, Student",Positive,58.589999999999996
2197,Colours of punjab,VIK,spotify:track:7jxlETVpiTJh9YDGvIwBJs,12,0.683,0.673,-5.04,1.0,0.0421,0.0598,0.00108,0.0784,0.514,90.009,350332.0,11.0,Punjabi,None,0.0
2198,Com` Back,SECHSKIES,spotify:track:2I0ZI9OGrihh0Dbn8RVSr8,33,0.673,0.995,-2.6,0.0,0.129,0.0238,0.0,0.303,0.359,144.007,232160.0,11.0,K-pop,Negative,82.77
2199,Combattere Stress e Ansia,Sleep n Love,spotify:track:7LiaN08ZUMS4RgOj2qcDFW,19,0.34,0.126,-22.419,1.0,0.0341,0.992,0.357,0.174,0.201,102.511,256000.0,6.0,Instrumental,None,0.0
2200,Combo (feat. Mr Eazi),Ghali,spotify:track:1R5NU7mesQATqwMvvcZ1Xg,0,0.825,0.781,-4.732,0.0,0.107,0.0833,3.55e-05,0.26,0.812,100.013,176012.0,9.0,Pop,Positive,45.879999999999995
2201,Come Along (feat. A.GIRL),Kinder,spotify:track:45ugdO4y9lQLK5z2RJAvdC,54,0.737,0.851,-5.939,1.0,0.0465,0.0186,0.00727,0.198,0.72,114.967,190127.0,8.0,RADAR,Positive,82.69
2202,Come Away With Me,Norah Jones,spotify:track:0Cvjlph1WGbwZY1PlMEtJY,71,0.363,0.129,-14.304,1.0,0.0322,0.904,1.52e-06,0.157,0.147,80.367,198147.0,0.0,Decades,Negative,42.15
2203,Come Closer - Sirikkadhey Reprise,Anirudh Ravichander,spotify:track:0SmWo1iBkosyHSr7nZKDnD,37,0.589,0.617,-6.784,1.0,0.0895,0.564,0.0,0.114,0.544,87.956,206778.0,6.0,Tamil,Positive,85.65
2204,Come Home,OneRepublic,spotify:track:0bJfgUyjfPJYqRgUxb12Eh,49,0.521,0.155,-12.147,1.0,0.0286,0.947,9.32e-06,0.103,0.16,75.003,261653.0,0.0,Romance,Neutral,0.0
2205,Come On Get Higher,Matt Nathanson,spotify:track:38YgZVHPWOWsKrsCXz6JyP,71,0.672,0.623,-5.699,1.0,0.0297,0.241,0.0,0.0848,0.617,92.018,215173.0,9.0,Decades,Positive,51.06
2206,Come Round My House,Soulmate,spotify:track:1LueHY90MUGe2ypKgsmbCY,12,0.645,0.664,-9.566,0.0,0.0313,0.163,0.0385,0.0697,0.85,99.008,254676.0,10.0,Indie,None,0.0
2207,Come Sail Away,Styx,spotify:track:0PsbWiVtix5FoTZ1s00mEl,67,0.324,0.335,-15.595,1.0,0.0355,0.099,1.08e-06,0.0995,0.141,119.513,367000.0,0.0,Decades,Neutral,0.0
2208,Come Through (feat. Chris Brown),H.E.R.,spotify:track:3krZxyBsWEHfEfJegYaWTd,76,0.615,0.422,-8.019,0.0,0.0504,0.604,0.0,0.112,0.185,135.859,214094.0,5.0,Pop,Negative,17.23
2209,Come and Get Your Love - Single Version,Redbone,spotify:track:7GVUmCP00eSsqc4tzj1sDD,77,0.731,0.804,-7.621,0.0,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933.0,11.0,Decades,Positive,99.55000000000001
2210,Come to Me,The Goo Goo Dolls,spotify:track:1jvoeTYt8usIxGWQUSzEyz,54,0.589,0.669,-4.835,1.0,0.0253,0.0505,0.0,0.131,0.421,92.06,225333.0,0.0,Decades,Positive,98.92
2211,Comeback home,WEi,spotify:track:2RZ8c9kKmt53hh4qfElXJU,28,0.536,0.912,-3.098,1.0,0.227,0.016,0.0,0.545,0.643,159.9,213187.0,4.0,RADAR,Positive,84.39
2212,Comedown,Joesef,spotify:track:2EjgVZre5ONvZLNw59kEIn,55,0.451,0.268,-9.832,1.0,0.0294,0.831,6.62e-05,0.083,0.206,89.513,260533.0,9.0,Pop,Neutral,0.1
2213,Comeover,Alan Ebe,spotify:track:2wK7JNtDE577AMfcUpcPei,14,0.732,0.305,-13.724,1.0,0.18,0.41,0.00604,0.0621,0.519,140.022,232714.0,2.0,Indie,Negative,57.699999999999996
2214,Comfort for me 물음표가 가득한 나의 밤,조소정 Jo SoJeong,spotify:track:0p0bxSUnzKGT08qq1luWG4,0,0.425,0.28,-9.243,1.0,0.0358,0.913,0.000726,0.372,0.169,120.988,179364.0,0.0,K-pop,Neutral,0.0
2215,Coming Around Again - Remastered 2004,Carly Simon,spotify:track:10IjsMtp26Om76fzdCZ5me,54,0.643,0.482,-9.13,1.0,0.0263,0.624,0.000233,0.0988,0.375,137.445,222027.0,5.0,Decades,Positive,63.07000000000001
2216,Coming Home,Sheppard,spotify:track:2MKXUXZIViCGpoFyysFpoj,62,0.612,0.937,-5.531,1.0,0.0592,0.128,4.14e-06,0.0991,0.653,144.013,218385.0,4.0,Decades,Positive,93.25
2217,"Coming Home (Sung by TAEIL, DOYOUNG, JAEHYUN, HAECHAN)",NCT U,spotify:track:1A7pDII9Zy07oCDW3xldgy,57,0.202,0.67,-2.844,1.0,0.0326,0.565,1.03e-06,0.12,0.127,170.777,263613.0,10.0,K-pop,Neutral,0.0
2218,Coming Home (feat. Akanksha Grover),Anhad + Tanner,spotify:track:6CQhSRMH7HYenOa3OToRyh,18,0.547,0.513,-12.074,1.0,0.0299,0.591,0.528,0.0562,0.0748,127.953,294856.0,2.0,"Indie, Indian classical",None,0.0
2219,Coming In Hot,Andy Mineo,spotify:track:1kVYXfxTWSftIZtmYr6yH8,70,0.889,0.453,-8.782,1.0,0.261,0.0274,4.75e-06,0.156,0.428,140.025,200168.0,8.0,Pop,Positive,99.22
2220,Coming Up Short,BLOXX,spotify:track:3YrT4nWBMF1eEHYc2fNOht,46,0.53,0.721,-4.599,1.0,0.0431,0.0047,5.79e-06,0.0568,0.594,150.988,195534.0,2.0,RADAR,Negative,27.089999999999996
2221,Communication,Aidan Bissett,spotify:track:0s2AQhkfFb9EM9tz5s64lA,49,0.583,0.592,-7.021,1.0,0.0248,0.0216,3.52e-06,0.145,0.623,89.962,187263.0,11.0,Pop,Negative,16.55
2222,Como En El Cine,Nicole Gatti,spotify:track:6oet3uq5G8fNAluSkpubju,37,0.872,0.563,-5.661,1.0,0.0833,0.0774,1.72e-05,0.362,0.508,102.003,167237.0,1.0,RADAR,Negative,88.07000000000001
2223,Como Hacemos,Paty B,spotify:track:33HdCVMBrjfTiPWyOK9AzS,30,0.697,0.806,-4.699,1.0,0.0577,0.0852,1.07e-06,0.21,0.77,155.964,190769.0,1.0,RADAR,Positive,25.0
2224,Company (feat. Future),24kGoldn,spotify:track:3JVTsvTldB6arHVlmxmTnM,79,0.831,0.727,-3.657,0.0,0.169,0.447,0.0,0.111,0.703,125.068,213080.0,8.0,Pop,Positive,98.27
2225,Compassion,Dalai Lama,spotify:track:7hJaVrUlGrWTEPhEyBuiSF,39,0.391,0.128,-19.082,1.0,0.0324,0.926,0.905,0.113,0.123,69.638,235460.0,2.0,Instrumental,None,0.0
2226,Composition in Vilambit Jhaptaal,Purbayan Chatterjee,spotify:track:4XV2bfxSunV3kZuy476Rhw,7,0.322,0.46,-10.746,1.0,0.0298,0.938,0.587,0.108,0.283,105.894,1193120.0,7.0,"Indian classical, Instrumental",Neutral,0.0
2227,Computer Love,Balanescu Quartet,spotify:track:4UmXzLXO9298F8UdR4Ndmn,0,0.542,0.218,-16.545,1.0,0.0411,0.912,0.926,0.174,0.56,123.812,380160.0,5.0,Instrumental,None,0.0
