,Track name,Artist name,Track uri,Popularity,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Key,Track type,sentiment,sentiment score
5965,Krishna Arati,Bhagavan Das,spotify:track:2Ce29FplMOXQ64Kxt03OF8,40,0.256,0.0415,-15.37,1.0,0.0345,0.927,0.00388,0.083,0.14,79.111,405880.0,1.0,Devotional,Neutral,0.0
5966,Krishna Mahamantra,Vipin Aneja,spotify:track:6HaQSjTVMgoP8su4Pe7jOo,28,0.333,0.685,-5.86,1.0,0.0361,0.745,1.7e-05,0.286,0.119,83.037,329277.0,4.0,Devotional,None,0.0
5967,Krishna Mahamantra - Hare Krishna,Shankar Mahadevan,spotify:track:6OPTncdCmi6ZPhEbI0OaXY,34,0.597,0.536,-8.125,1.0,0.0308,0.699,0.0,0.112,0.536,95.946,326250.0,5.0,"Bollywood, Devotional",None,0.0
5968,Krishna Murari,Hrishikesh Datar,spotify:track:7KLhtw1RFbalVdbnHM8644,25,0.413,0.491,-8.283,0.0,0.0476,0.375,0.000511,0.124,0.353,136.351,225353.0,5.0,"Indie, Indian classical",None,0.0
5969,Krishna Nee Begane,Vijay Prakash,spotify:track:3Cdy7KfidXfWKamLjFWoJ7,27,0.262,0.471,-7.795,1.0,0.0331,0.824,0.0,0.109,0.27,170.356,381440.0,7.0,Indian classical,Neutral,0.0
5970,Krishna Nee Begane,Vijay Prakash,spotify:track:6092NyHnqMmCV1q1t6Azd6,29,0.262,0.471,-7.795,1.0,0.0331,0.824,0.0,0.109,0.27,170.356,381440.0,7.0,"Tamil, Indian classical",Neutral,0.0
5971,Krishna Nee Begane Baro,Ramachandra Murthy,spotify:track:2muG2uy2TBWIf2KSRh6OxL,25,0.273,0.457,-6.352,1.0,0.0303,0.813,0.00175,0.103,0.232,169.647,385253.0,7.0,"Indian classical, Instrumental",Neutral,0.0
5972,Krishna Nee Begane Baro - Instrumental,Ramachandra Murthy,spotify:track:1QJixYwyE09rwszSsKvmXE,24,0.272,0.457,-6.352,1.0,0.0303,0.815,0.00183,0.103,0.232,169.691,385253.0,7.0,"Indie, Instrumental",Neutral,0.0
5973,Krishnanee Begane - Ragam: Yaman / Talam: Mishra Chapu (Purandaradasa),Lalgudi G. Jayaraman,spotify:track:2drAAhn6C7ijUx3KlTbevR,22,0.346,0.338,-12.049,1.0,0.0528,0.992,0.774,0.285,0.417,157.249,295133.0,1.0,"Tamil, Indian classical, Instrumental",Neutral,0.0
5974,Krishnashtakam,Stephen Devassy,spotify:track:3oVTKaMemaJl50ndMlwKZO,19,0.507,0.254,-11.829,1.0,0.0282,0.812,3.48e-05,0.146,0.269,89.949,409960.0,7.0,Devotional,None,0.0
5975,"Krishnaveni - From ""Orey Bujjiga""",Anup Rubens,spotify:track:7Cs9LEY4QEYmJfmeq5ZuA5,18,0.821,0.66,-12.89,0.0,0.286,0.466,0.0,0.0907,0.547,80.002,227155.0,10.0,Telugu,None,0.0
5976,Kryptonite,Aneesh Gera,spotify:track:6YzPVw6t8sqYA5cqdumqXb,16,0.592,0.83,-8.299,0.0,0.042,0.0182,0.874,0.607,0.0378,123.022,208049.0,0.0,Indie,None,0.0
5977,Ksheera Sagara - Devagandhari - Aadi,Prasanna,spotify:track:0qNMf9dCSTaXrrs3HRyKIG,0,0.223,0.744,-6.27,0.0,0.0438,0.754,0.826,0.283,0.763,154.632,541293.0,5.0,"Indian classical, Instrumental",Neutral,0.0
5978,Kshmir,Nilotpal Sinha,spotify:track:4ltbZuwUu7eLPMrWhQzACk,24,0.482,0.27,-15.922,1.0,0.0268,0.573,0.905,0.123,0.0762,139.979,230500.0,7.0,"Indie, Instrumental",None,0.0
5979,Kuch Baatein Yunhi Hain Na,Anweshaa,spotify:track:6DItMa5mVQGFrgnDXj3oZ7,16,0.47,0.328,-14.191,1.0,0.0324,0.957,0.0111,0.105,0.381,96.865,242474.0,2.0,Indie,None,0.0
5980,Kuch Bhi Ho Jaye,B Praak,spotify:track:6cYFaHhkdI5LWZ6kBIdKgB,0,0.538,0.586,-2.855,0.0,0.0346,0.465,0.0,0.0752,0.286,79.949,274548.0,6.0,"At home, Bollywood",Neutral,0.0
5981,Kuch Lamhe,Zephyrtone,spotify:track:1q7nzquxYMKzQPWgoYKjJh,0,0.5,0.405,-11.595,1.0,0.041,0.25,0.00313,0.118,0.251,149.941,192000.0,7.0,Indie,Positive,92.93
5982,Kuchi Kuchi Konamma - Bombay / Soundtrack Version,Hariharan,spotify:track:6MjMr3wFpaAlQT0AHpYzeY,35,0.695,0.356,-20.087,1.0,0.473,0.0408,0.0,0.0647,0.774,176.131,306293.0,7.0,"Romance, Decades",None,0.0
5983,Kuchi Kuchi Konamma - Bombay / Soundtrack Version,"Hariharan, G. V. Prakash, Shweta, Swarnlatha",spotify:track:2zl5Fbik2Xv6J5bsEKtbQn,6,0.747,0.363,-20.139,0.0,0.455,0.0434,0.0,0.0638,0.778,176.121,306293.0,4.0,Decades,None,0.0
5984,Kudma Kalrha Kyon Aayan,Sarabjit,spotify:track:0isAa7UaSrz7ZXuJtjoclU,8,0.617,0.704,-13.156,0.0,0.31,0.773,1.62e-06,0.485,0.857,108.443,116120.0,5.0,Punjabi,None,0.0
5985,Kukku Main Jahaj Ho Gaya Hoon,Firki,spotify:track:1o0CwTRWBRR65dEjYop6hu,9,0.643,0.767,-5.493,1.0,0.031,0.155,0.0,0.37,0.732,117.935,220169.0,10.0,"Indie, Student",None,0.0
5986,Kulirudha Pulla,Santhosh Narayanan,spotify:track:3spahFLlYT9DappCXaDdab,40,0.284,0.277,-11.399,0.0,0.0363,0.908,2.9e-05,0.0958,0.141,94.8,298733.0,9.0,"Tamil, Telugu",None,0.0
5987,Kulirudha Pulla,Sid Sriram,spotify:track:6Kj9YBTJ7n0JBBZrfoXWeG,26,0.412,0.277,-11.399,0.0,0.0326,0.908,2.94e-05,0.0957,0.152,139.262,298733.0,9.0,Romance,Neutral,0.0
5988,Kulliruthu Kulliruthu,Unnikrishnan,spotify:track:4lNJSdrL9OGUOgq2YSG6tn,40,0.643,0.4,-12.522,0.0,0.0774,0.49,0.000156,0.126,0.237,82.352,286642.0,7.0,Decades,Neutral,0.0
5989,Kumaari,Shankar Mahadevan,spotify:track:2jyZ4tfL8Pi2R3CsRbJK28,34,0.676,0.508,-9.182,1.0,0.0307,0.241,0.0,0.0798,0.497,103.931,356267.0,0.0,Indian classical,Neutral,0.0
5990,Kumaran,Dharumapuram P Swaminathan,spotify:track:55A8RiiulmjkrwnbYLtzdu,7,0.431,0.435,-14.589,1.0,0.0425,0.778,0.00276,0.231,0.792,111.031,329012.0,10.0,Devotional,None,0.0
5991,Kumbharacha Ganpati,Mohit Manuja,spotify:track:3JtW439SBjUuIma4FlkPId,16,0.615,0.532,-6.752,1.0,0.0309,0.467,1.86e-06,0.194,0.443,124.986,225125.0,10.0,Marathi,Neutral,0.0
5992,Kun Faya Kun,A.R. Rahman,spotify:track:7F8RNvTQlvbeBLeenycvN6,66,0.362,0.378,-11.008,1.0,0.0329,0.679,0.0,0.091,0.575,87.549,470500.0,1.0,Decades,Neutral,0.0
5993,Kundanapu Bomma,A.R. Rahman,spotify:track:2xofTipSxfwbxwSdBcjYIe,44,0.719,0.75,-7.337,1.0,0.0589,0.345,0.108,0.0561,0.65,87.007,332867.0,0.0,Indian classical,Neutral,0.0
5994,Kundrinil Oru Seval,Soolamangalam Sisters,spotify:track:5OuNSFXJo1hqN1W95Qy2VP,5,0.562,0.495,-12.33,0.0,0.0509,0.947,4.58e-06,0.118,0.929,85.778,271893.0,7.0,Devotional,None,0.0
5995,Kunguma Archanai,Krithika,spotify:track:7Hp9LVM8WJrvdjbvlz12iT,7,0.615,0.381,-13.472,1.0,0.0415,0.66,0.0,0.28,0.679,162.773,501480.0,2.0,Devotional,None,0.0
5996,Kuni Govind Ghya,Lata Mangeshkar,spotify:track:0UAjxm8DBy9dp2S0VWQQhH,5,0.54,0.185,-13.951,1.0,0.114,0.967,0.826,0.162,0.477,71.863,207760.0,6.0,Marathi,None,0.0
5997,Kuni Tari Bolava Dajibala,Asha Bhosle,spotify:track:6GuR4eQbVRsEvCpOmrdHlJ,10,0.546,0.481,-12.917,1.0,0.456,0.945,0.0,0.4,0.652,97.29,207640.0,5.0,Marathi,Neutral,0.0
5998,Kura Kura,TWICE,spotify:track:0SiX8tNiIZskZrPiAh6XxX,70,0.734,0.714,-4.351,1.0,0.0986,0.166,0.0,0.0648,0.761,130.999,227747.0,7.0,K-pop,Negative,24.62
5999,Kurai Ondrum Illai - Ghibran's Spiritual Series,Ghibran,spotify:track:5OQz8zkLtJ4ODP2IWPP97s,23,0.63,0.521,-6.504,0.0,0.0323,0.799,0.00272,0.0503,0.479,79.991,328471.0,0.0,Devotional,None,0.0
6000,Kurai Ondrum Illai - Ragamalika - Adi,Phani Narayana,spotify:track:4pyjLWakoRXClNU2jRGVHJ,14,0.687,0.596,-9.219,0.0,0.0614,0.349,0.196,0.107,0.731,159.968,333507.0,2.0,"Indie, Instrumental",None,0.0
6001,Kurai Ondrumillai,Sudha Ragunathan,spotify:track:1yQFpzTSsSpzVF1X8H4RRX,15,0.598,0.489,-7.372,1.0,0.072,0.877,0.0,0.0635,0.852,81.736,334427.0,8.0,"Tamil, Indian classical",None,0.0
6002,Kurai Onrum Illai - Ragamalika - Adi (Live),Kadri Gopalnath,spotify:track:1OmHmuOvobYHUPrxXcR9HY,16,0.482,0.587,-5.826,0.0,0.0654,0.909,0.918,0.434,0.895,177.856,255720.0,10.0,"Tamil, Indian classical, Instrumental",Neutral,0.0
6003,Kurayunnilla Novennil,Sithara Krishnakumar,spotify:track:08hXgtTOr5XLG3pB1Shd20,15,0.305,0.102,-17.517,1.0,0.0386,0.987,0.000278,0.105,0.0555,75.122,168127.0,6.0,Indie,None,0.0
6004,Kurise Verijallule,S. P. Balasubrahmanyam,spotify:track:5N82AYcQ0RKVbo5FUZk6mC,28,0.676,0.622,-4.007,0.0,0.0837,0.688,1.47e-05,0.0702,0.835,100.198,278374.0,3.0,Decades,None,0.0
6005,Kurisey Kurisey,Ranjith Govind,spotify:track:7lwHD7muznmtMZeDH2lYmT,35,0.75,0.662,-9.331,0.0,0.0376,0.539,0.304,0.111,0.759,99.987,247972.0,0.0,Telugu,Neutral,0.0
6006,Kurivippina,Suchitra,spotify:track:5R77leqy2IDBvqxTO9eulO,27,0.777,0.518,-8.618,1.0,0.0365,0.275,7.82e-05,0.129,0.548,139.007,218757.0,5.0,Telugu,Neutral,0.0
6007,Kurukku Siruthvalea,Hariharan,spotify:track:14xVnBjKnZG9JzmJrxj3Ju,43,0.69,0.518,-8.843,0.0,0.0845,0.17,1.77e-06,0.382,0.746,76.995,398341.0,11.0,Indian classical,Neutral,0.0
6008,"Kurukku Siruthvalea ( From ""Mudhalvan"")",Hariharan,spotify:track:32A0uFoMdlEB1tlnktxfV9,41,0.69,0.518,-8.843,0.0,0.0845,0.17,1.77e-06,0.382,0.746,76.995,398341.0,11.0,Decades,Neutral,0.0
6009,Kurumba - Father's Love,D. Imman,spotify:track:6ivGpEUNJq7eLNAp7y1hvd,49,0.424,0.703,-5.131,0.0,0.0492,0.361,0.0,0.0838,0.466,90.177,267686.0,2.0,"At home, Tamil, Telugu",Neutral,0.0
6010,Kush Ta Banuga,Sikander Kahlon,spotify:track:1fyly2Q4jR45MZIJkjFssV,15,0.714,0.895,-4.724,0.0,0.104,0.106,0.0,0.0906,0.756,166.015,237470.0,10.0,Punjabi,None,0.0
6011,Kutha Kutha Jayacha Honeymoonla,Asha Bhosle,spotify:track:3RCXQnZ9lPEjtrkn35aRja,21,0.421,0.625,-9.869,1.0,0.198,0.895,0.0186,0.111,0.835,88.639,241973.0,5.0,Marathi,Neutral,0.0
6012,Kuthe Paath Phirwun,Rajashree Pathak,spotify:track:30o075ynp7FY47JzCGnTpj,9,0.477,0.119,-12.563,1.0,0.0308,0.805,0.000123,0.109,0.0337,110.739,212000.0,8.0,Marathi,Neutral,0.0
6013,Kuthe Shodhisi Rameshwar,Sudhir Phadke,spotify:track:4IM0JeLr5ao9FbYA7hqV5d,19,0.456,0.263,-13.905,0.0,0.0441,0.987,0.0226,0.188,0.453,93.747,387160.0,4.0,Marathi,Neutral,0.0
6014,Kutti Pisase,G. V. Prakash,spotify:track:4yFeIf8l5kMPa2D4v7kl0G,43,0.708,0.947,-2.461,0.0,0.279,0.553,0.003,0.267,0.798,170.012,337200.0,4.0,Tamil,None,0.0
6015,"Kutti Story (From ""Master"")",Anirudh Ravichander,spotify:track:0Xm3PXjA4kXu2GxBhkLk61,56,0.694,0.557,-6.134,0.0,0.102,0.202,1.35e-06,0.0919,0.78,104.759,300500.0,4.0,"At home, Tamil",Negative,72.69
6016,Kutty Pattas,Santhosh Dhayanidhi,spotify:track:7AHKnQ6XB5l7GL4pTJWLZn,64,0.895,0.467,-10.48,0.0,0.199,0.178,0.0,0.0802,0.742,132.955,239104.0,5.0,Tamil,Neutral,0.0
6017,Kuyilai Polave,Indosoul by Karthick Iyer,spotify:track:7GkaJcW0mb30HpEhWm603r,19,0.592,0.63,-8.667,1.0,0.0324,0.276,0.0,0.08,0.446,141.953,280800.0,3.0,Indie,None,0.0
6018,Kya Baat Aa,Karan Aujla,spotify:track:5XBUtdLhHkWMacY3I5kz8X,61,0.706,0.526,-7.211,0.0,0.12,0.508,0.0,0.196,0.546,147.753,219324.0,2.0,"At home, Punjabi, Romance, Student",Positive,64.3
6019,Kya Baat Ay,Harrdy Sandhu,spotify:track:1ZaeaGLhFSckG8sv1y7AWk,60,0.849,0.592,-4.309,0.0,0.102,0.632,2.39e-06,0.108,0.652,89.966,179444.0,6.0,"At home, Punjabi, Romance",Positive,53.74
6020,Kya Baat Ay - DJ NYK Remix,Harrdy Sandhu,spotify:track:1iZy5CIGgFwR1DfnagLJ1I,39,0.718,0.934,-3.437,0.0,0.0546,0.05,0.000195,0.555,0.408,105.032,187429.0,6.0,Punjabi,Positive,31.819999999999997
6021,Kya Hai Tu,Five YearsFromNow,spotify:track:37jRP4BxoLNvtYsTI1YFJv,36,0.403,0.639,-8.059,0.0,0.0479,0.317,0.0,0.206,0.288,175.735,229091.0,9.0,Indie,Neutral,0.0
6022,Kya Karte The Saajna,Zara Khan,spotify:track:0wpnPKFKnbiT609ch7nC1X,36,0.836,0.662,-4.189,0.0,0.0381,0.109,0.181,0.332,0.328,98.016,168646.0,11.0,Bollywood,None,0.0
6023,Kya Karu ?,Millind Gaba,spotify:track:7MiveRjPDBQclQPTHVBKgg,54,0.906,0.613,-3.474,0.0,0.0888,0.326,0.0,0.106,0.685,97.053,194305.0,0.0,Bollywood,Negative,52.04
6024,Kya Pata,Osho Jain,spotify:track:4SDLH34rwro1NgA7YUFYYW,37,0.756,0.308,-11.352,1.0,0.0461,0.809,0.0,0.346,0.11,131.868,207273.0,7.0,Indie,Neutral,0.0
6025,Kya Soche,SwarAntar,spotify:track:7mkkERYLJllHjxC5LFEt1Q,9,0.605,0.692,-7.048,1.0,0.0276,0.0923,0.0355,0.133,0.593,102.007,183576.0,7.0,Indie,None,0.0
6026,Kya Soorat Hai,Bombay Vikings,spotify:track:2uGLo0jNB0LNDX5yHkZhFR,38,0.863,0.98,-6.21,1.0,0.0418,0.0654,0.0,0.0776,0.931,120.974,233067.0,11.0,Indie,Positive,52.87
6027,Kya Tu Jaane - Acoustic,The Vipin Mishra Project,spotify:track:3zmbJfMDG3FRF39uWYUpmS,11,0.689,0.437,-10.048,1.0,0.0445,0.866,8.95e-05,0.117,0.256,89.888,229280.0,2.0,"Indie, Student",None,0.0
6028,Kya Tum Naraaz Ho? (Raw),Tanmaya Bhatnagar,spotify:track:2rjCLFdX8n9xLoMZgdMMxt,46,0.593,0.112,-16.506,1.0,0.0322,0.924,1.39e-06,0.116,0.296,97.118,212530.0,1.0,"Indie, Student",Neutral,0.0
6029,Kylie & Kareena,Diljit Dosanjh,spotify:track:651SgIC5oGb8nheIxgHZiX,42,0.742,0.491,-9.669,0.0,0.124,0.131,5.54e-06,0.0789,0.449,149.984,167027.0,11.0,Punjabi,Neutral,0.0
6030,Kyon,Pritam,spotify:track:1sYC1fG7s4p0pTykrJqmgW,59,0.726,0.664,-6.674,1.0,0.0331,0.636,0.0,0.0964,0.831,121.922,266053.0,2.0,Bollywood,Neutral,0.0
6031,Kyon Ki Itna Pyar,Udit Narayan,spotify:track:2Cy0T0n18rleVVr2O5BIWA,43,0.602,0.819,-5.43,0.0,0.0929,0.468,0.0,0.1,0.429,82.027,356480.0,2.0,Romance,Neutral,0.0
6032,Kyon Ni? Kyon Ni?,Sikander Kahlon,spotify:track:52t9ddUBVeH1VifqpV9IOM,24,0.879,0.684,-4.783,1.0,0.269,0.0563,0.0,0.155,0.505,148.055,184865.0,8.0,Punjabi,None,0.0
6033,Kyoto,Kumbhaka,spotify:track:0SEmfr0lcljA3KFZtAxto4,50,0.151,0.0244,-32.248,0.0,0.04,0.98,0.912,0.11,0.0358,65.585,162776.0,6.0,Instrumental,Neutral,0.0
6034,Kyun Gaya Tu,Abhimanyu-Pragya,spotify:track:2cctqncI7ZkGEQQM99dSei,25,0.553,0.38,-10.07,1.0,0.0349,0.751,0.000134,0.113,0.227,144.617,144621.0,10.0,Indie,None,0.0
6035,L,Tycho,spotify:track:4yX50PMifhGzVEo1wv3guc,50,0.549,0.663,-7.555,0.0,0.0464,0.0309,0.888,0.0938,0.245,114.494,277560.0,5.0,Student,None,0.0
6036,L'Incontro - 1M1,Giovanni Marchetti,spotify:track:0AtgGfGsikBai32OmGVSlo,37,0.458,0.461,-8.703,0.0,0.0279,0.325,0.718,0.117,0.375,95.447,170333.0,4.0,Instrumental,Positive,94.67999999999999
6037,L'amour toujours - Radio Edit,Dzeko & Torres,spotify:track:4nYKcVxSChmk3RvFbZjYob,51,0.591,0.931,-2.867,1.0,0.0966,0.00763,0.000216,0.153,0.17,129.975,162462.0,3.0,Decades,Negative,38.75
6038,LA DI DA,EVERGLOW,spotify:track:60M8FSYZP8MA0Wy2huOADL,62,0.477,0.85,-1.486,0.0,0.0911,0.00108,0.0,0.0675,0.601,163.845,210893.0,3.0,K-pop,Negative,82.49
6039,LANGUAGE (Feat. CHANGMO),Jiselle,spotify:track:5KoVbNUG5kHRoCMFhq7QIJ,44,0.608,0.807,-5.666,1.0,0.179,0.489,1.24e-05,0.262,0.576,91.72,187107.0,2.0,RADAR,Positive,84.02
6040,LAST DANCE,BIGBANG,spotify:track:73szhI6oOawKlv6AxgHIS8,18,0.621,0.673,-3.194,0.0,0.0606,0.467,0.0,0.323,0.289,143.889,279719.0,1.0,K-pop,Neutral,0.0
6041,LAST PIECE,GOT7,spotify:track:6xrjIHbm6ga5J8HhOS2Rmn,63,0.715,0.866,-5.505,0.0,0.148,0.0324,0.0,0.109,0.688,98.034,222120.0,3.0,K-pop,Negative,16.48
6042,LAY LOW - Prod. ZIONN,Elsa Mickayla,spotify:track:2DIQef7SOY4WqFM6PtAwhQ,37,0.779,0.509,-13.512,1.0,0.348,0.125,0.0,0.198,0.916,157.965,192532.0,2.0,K-pop,Positive,36.17
6043,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,spotify:track:1cEhrSF6EylAEqdhUGuNpX,0,0.877,0.444,-7.547,1.0,0.172,0.24,0.0,0.169,0.658,129.06,165527.0,8.0,Pop,Positive,96.07
6044,LET’S NOT FALL IN LOVE,BIGBANG,spotify:track:2TdhkLmxjvPy98HoWmo9i8,16,0.685,0.843,-4.258,1.0,0.0499,0.121,0.0,0.126,0.637,125.029,211984.0,0.0,K-pop,Negative,5.16
6045,LIGHTSABER - Bonus Track,EXO,spotify:track:06SGUlo2pYQLmg8h2CsTzO,0,0.649,0.832,-4.552,0.0,0.086,0.13,0.0,0.414,0.58,139.986,184935.0,5.0,K-pop,Positive,58.589999999999996
6046,LILAC,IU,spotify:track:5xrtzzzikpG3BLbo4q1Yul,79,0.738,0.89,-2.275,0.0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,214253.0,2.0,K-pop,Positive,92.74
6047,LION,(G)I-DLE,spotify:track:4TArUx34wOehwpnbXlKBQY,47,0.737,0.726,-5.168,0.0,0.0347,0.0237,0.0,0.124,0.182,109.991,210960.0,4.0,K-pop,Positive,76.5
6048,LOAD CHAKDI,Jugraj Sandhu,spotify:track:1hLDTG8DdO7fayL2mdQk7F,32,0.751,0.847,-2.222,0.0,0.15,0.0822,1.93e-05,0.374,0.519,84.909,183864.0,11.0,Punjabi,None,0.0
6049,"LOL (From ""Ginny Weds Sunny"")",Payal Dev,spotify:track:64uZk0EM4W7dl26duptBx4,54,0.812,0.628,-4.153,0.0,0.0521,0.584,1.02e-06,0.129,0.673,97.967,182449.0,4.0,"Bollywood, Punjabi",Positive,79.44
6050,LOSER,BIGBANG,spotify:track:4a1FFgdBIbAvyn4d40YAPZ,20,0.648,0.681,-4.251,0.0,0.0937,0.404,0.0,0.329,0.488,89.947,219429.0,0.0,K-pop,Negative,68.08
6051,"LOVE DAY (2021) (Romance 101 X Yang Yoseop, Jeong Eun Ji)",Yang Yoseob,spotify:track:382vwoXF6ksNuaPbMYiQy6,50,0.757,0.707,-3.186,1.0,0.0316,0.313,0.0,0.122,0.62,113.992,257520.0,0.0,K-pop,Neutral,0.0
6052,LOVE LOOP,GOT7,spotify:track:63XFgN7jJH5RZW0zHy3i7h,46,0.577,0.695,-4.008,1.0,0.034,0.141,0.0,0.264,0.229,128.024,222453.0,8.0,K-pop,Positive,97.83
6053,LOVE ME RIGHT,EXO,spotify:track:3F76FuWseLvGkcgatzTD9q,0,0.625,0.83,-2.33,1.0,0.0764,0.00266,0.0,0.188,0.757,110.04,205129.0,0.0,K-pop,Positive,98.54
6054,LOVE SCENARIO,iKON,spotify:track:6qAzAmPBUpGrk7XADZHR5k,30,0.806,0.707,-4.623,1.0,0.0307,0.331,0.0,0.294,0.746,118.011,209648.0,7.0,K-pop,Positive,52.669999999999995
6055,LOVE U,Monsta X,spotify:track:7FKxcR7bc0suEfU2w8zYrR,43,0.727,0.637,-3.948,0.0,0.0711,0.0642,0.0,0.132,0.333,159.973,160672.0,4.0,K-pop,Positive,94.48
6056,LOVE% (feat. DAWN),DEMIAN,spotify:track:2bR7KFQESL278uZAc1vb4U,59,0.758,0.759,-4.669,1.0,0.38,0.0362,9.29e-06,0.101,0.808,104.703,213493.0,1.0,K-pop,Positive,98.63
6057,LOYAL (feat. Drake and Bad Bunny) - Remix,PARTYNEXTDOOR,spotify:track:6RbH4isVKIOg1OY1HvRqFc,53,0.877,0.529,-6.235,0.0,0.0461,0.479,0.00159,0.094,0.422,104.984,281120.0,0.0,Pop,Positive,99.25
6058,La Calin (Call Me) - Remix,Trap Calin,spotify:track:7uMXFOFrrafg20Zjg5atEC,63,0.715,0.844,-4.232,0.0,0.087,0.193,0.00722,0.364,0.514,75.985,229671.0,7.0,Pop,Neutral,0.0
6059,La Carretera,Celest,spotify:track:4eSXJnfSowWSP9kefNFiww,33,0.583,0.48,-11.098,1.0,0.0731,0.0735,0.00825,0.0849,0.413,149.99,251595.0,7.0,RADAR,Negative,29.599999999999998
6060,La Cintura (feat. Flo Rida & TINI) - Remix,Alvaro Soler,spotify:track:56gH0zGe3SP9SGNoQ2pWwn,0,0.681,0.84,-4.295,0.0,0.128,0.0351,0.0,0.398,0.722,100.056,177794.0,6.0,Decades,Neutral,0.0
6061,La Gioconda / Act 3: Dance Of The Hours,Amilcare Ponchielli,spotify:track:6mmbWSbU5FElQOocyktyUZ,47,0.554,0.00761,-30.566,1.0,0.0499,0.914,0.00097,0.221,0.156,117.268,162613.0,4.0,Instrumental,Neutral,0.0
6062,La Ke Hay,XAXO,spotify:track:59cRiJf06hjc3iaNmqYAHF,43,0.738,0.816,-5.037,0.0,0.0493,0.00595,0.0,0.151,0.461,110.032,219680.0,10.0,RADAR,Positive,95.65
6063,La La La,Neha Kakkar,spotify:track:7oDykOViQGiV9M3enF7u4Y,57,0.774,0.781,-4.426,1.0,0.104,0.341,0.0,0.111,0.469,100.017,192000.0,10.0,"Bollywood, Punjabi, Pop",Positive,40.19
6064,La La La (Reprise),Arjun Kanungo,spotify:track:02Z90kqEwTvBQEOmP6jxyk,34,0.708,0.626,-5.008,1.0,0.0529,0.605,0.0,0.115,0.569,90.004,146667.0,10.0,Student,Positive,40.19
6065,La La La La - Telugu,Sameera Bharadwaj,spotify:track:1hypo5kI7vWvOXIiaYpUj0,14,0.704,0.602,-8.991,0.0,0.034,0.504,6.53e-05,0.11,0.23,122.042,238403.0,0.0,Telugu,None,0.0
6066,La Luna,HA:TFELT,spotify:track:211bSRBUn8BeVFjWCd1H0o,37,0.732,0.842,-3.695,0.0,0.0518,0.114,3.32e-06,0.281,0.721,92.986,206387.0,10.0,K-pop,None,0.0
6067,La Nave,Pollo Bruxo,spotify:track:1FwZQF3DGdWA1Gl7bCvaTW,28,0.284,0.767,-11.273,1.0,0.0829,0.0408,0.4,0.283,0.34,172.414,309104.0,7.0,RADAR,Negative,60.72
6068,La Paloma,Billy Vaughn,spotify:track:6RkUeQHTyqeqnqIygrqnt7,0,0.515,0.322,-12.301,1.0,0.0292,0.8,0.861,0.151,0.502,108.158,150333.0,0.0,Instrumental,None,0.0
6069,La Playa,Francis Goya,spotify:track:7kemw7c5YI6j1riypUAWQ3,47,0.587,0.486,-9.199,0.0,0.0283,0.688,0.909,0.201,0.487,94.034,234962.0,2.0,Instrumental,None,0.0
6070,La Vie En Rose,Bert Kaempfert,spotify:track:2B8noBQPOHP87eWqpdAp4S,0,0.352,0.157,-14.578,1.0,0.0283,0.757,0.724,0.125,0.356,69.028,164560.0,8.0,Instrumental,Positive,72.69
6071,La Vie En Rose,Emily Watts,spotify:track:7hfEuxdObtxEdcOpQsXE49,69,0.42,0.0842,-17.542,1.0,0.0341,0.957,0.0,0.285,0.246,88.278,157683.0,6.0,Romance,Positive,72.69
6072,La Vie en Rose,IZ*ONE,spotify:track:1fRaznZsAB2i63TtmYv2Hc,57,0.698,0.908,-1.211,0.0,0.0548,0.0899,0.0,0.115,0.606,115.975,218994.0,9.0,K-pop,Neutral,0.0
6073,La Vita E' Bella,Nicola Piovani,spotify:track:4GSDu8XFp3qikUcqpilsKa,0,0.395,0.134,-15.574,1.0,0.0338,0.946,0.217,0.104,0.175,125.596,291933.0,9.0,Instrumental,None,0.0
6074,La pasé cabrón,Nobeat,spotify:track:4rKM9EE3torp4wXfqEzzgZ,38,0.86,0.618,-6.434,1.0,0.0468,0.21,1.29e-06,0.092,0.547,130.963,185920.0,2.0,RADAR,Neutral,0.0
6075,Laage Re,Aditya Balani,spotify:track:75Vzzn0vgWqDxswFQJ0IGb,19,0.261,0.191,-15.652,1.0,0.0293,0.0809,0.0457,0.0912,0.107,84.967,350294.0,0.0,Indie,Neutral,0.0
6076,Laagee,Midival Punditz,spotify:track:6sZ6UMbiHHtM18PazYa36T,0,0.612,0.516,-7.82,1.0,0.0287,0.139,0.0162,0.174,0.268,114.956,393693.0,5.0,Indian classical,Neutral,0.0
6077,Laagena,Sahil Kulkarni,spotify:track:15rL8RVOAAQBCVgid2MX57,19,0.831,0.437,-8.126,1.0,0.109,0.638,0.000362,0.117,0.617,129.956,225542.0,2.0,"Marathi, Romance",Neutral,0.0
6078,Laagi Lagan,Abhijit Pohankar,spotify:track:1lC0VabWt3G9jSm3tLnh7B,0,0.517,0.52,-10.549,1.0,0.029,0.83,0.101,0.11,0.229,140.019,255987.0,7.0,"Indie, Indian classical",None,0.0
